protein,chain,group,group1,group1,group1,group1,group1,group1,group_old,group3,group1,group6,group4,,protein2,#amino acids,#keys,#keys_with_freq,,percent_threshold,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1
4MG8,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,914,4MG8,240,603209,2275280,,100,95,90,85,80,75,70,65,60,55,50
4MG9,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,915,4MG9,241,614807,2303960,,100,95,90,85,80,75,70,65,60,55,50
4MGA,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,916,4MGA,239,596456,2246839,,100,95,90,85,80,75,70,65,60,55,50
4MGB,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,917,4MGB,239,601493,2246839,,100,95,90,85,80,75,70,65,60,55,50
4MGC,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,918,4MGC,235,569226,2135445,,100,95,90,85,80,75,70,65,60,55,50
4MGD,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,919,4MGD,240,600882,2275280,,100,95,90,85,80,75,70,65,60,55,50
4N1Y,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,922,4N1Y,226,538923,1898400,,100,95,90,85,80,75,70,65,60,55,50
4PP6,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,964,4PP6,234,597197,2108184,,100,95,90,85,80,75,70,65,60,55,50
4PPP,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,965,4PPP,228,555602,1949476,,100,95,90,85,80,75,70,65,60,55,50
4PPS,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,966,4PPS,238,609046,2218636,,100,95,90,85,80,75,70,65,60,55,50
4Q50,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,971,4Q50,210,461954,1521520,,100,95,90,85,80,75,70,65,60,55,50
4TUZ,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,988,4TUZ,235,583199,2135445,,100,95,90,85,80,75,70,65,60,55,50
4TV1,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,989,4TV1,233,568815,2081156,,100,95,90,85,80,75,70,65,60,55,50
4XI3,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1010,4XI3,230,567471,2001460,,100,95,90,85,80,75,70,65,60,55,50
4ZI1,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1027,4ZI1,230,549860,2001460,,100,95,90,85,80,75,70,65,60,55,50
4ZN7,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1032,4ZN7,234,591328,2108184,,100,95,90,85,80,75,70,65,60,55,50
4ZN9,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1033,4ZN9,237,599086,2190670,,100,95,90,85,80,75,70,65,60,55,50
4ZNH,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1034,4ZNH,239,608343,2246839,,100,95,90,85,80,75,70,65,60,55,50
4ZNS,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1035,4ZNS,231,556370,2027795,,100,95,90,85,80,75,70,65,60,55,50
4ZNT,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1036,4ZNT,229,562868,1975354,,100,95,90,85,80,75,70,65,60,55,50
4ZNU,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1037,4ZNU,235,584300,2135445,,100,95,90,85,80,75,70,65,60,55,50
4ZNV,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1038,4ZNV,237,595354,2190670,,100,95,90,85,80,75,70,65,60,55,50
4ZNW,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1039,4ZNW,234,580586,2108184,,100,95,90,85,80,75,70,65,60,55,50
5AAU,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1043,5AAU,229,526463,1975354,,100,95,90,85,80,75,70,65,60,55,50
5AAV,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1044,5AAV,232,558045,2054360,,100,95,90,85,80,75,70,65,60,55,50
5ACC,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1045,5ACC,228,551894,1949476,,100,95,90,85,80,75,70,65,60,55,50
5AK2,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1047,5AK2,228,514880,1949476,,100,95,90,85,80,75,70,65,60,55,50
5DI7,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1084,5DI7,241,619815,2303960,,100,95,90,85,80,75,70,65,60,55,50
5DID,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1085,5DID,244,627689,2391444,,100,95,90,85,80,75,70,65,60,55,50
5DIE,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1086,5DIE,236,606431,2162940,,100,95,90,85,80,75,70,65,60,55,50
5DIG,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1087,5DIG,241,621987,2303960,,100,95,90,85,80,75,70,65,60,55,50
5DK9,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1088,5DK9,230,571376,2001460,,100,95,90,85,80,75,70,65,60,55,50
5DKB,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1089,5DKB,230,573275,2001460,,100,95,90,85,80,75,70,65,60,55,50
5DKE,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1090,5DKE,221,509765,1774630,,100,95,90,85,80,75,70,65,60,55,50
5DKG,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1091,5DKG,231,580865,2027795,,100,95,90,85,80,75,70,65,60,55,50
5DKS,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1092,5DKS,225,535077,1873200,,100,95,90,85,80,75,70,65,60,55,50
5DL4,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1093,5DL4,237,598586,2190670,,100,95,90,85,80,75,70,65,60,55,50
5DLR,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1094,5DLR,233,587590,2081156,,100,95,90,85,80,75,70,65,60,55,50
5DMC,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1095,5DMC,223,535290,1823471,,100,95,90,85,80,75,70,65,60,55,50
5DMF,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1096,5DMF,236,601129,2162940,,100,95,90,85,80,75,70,65,60,55,50
5DP0,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1097,5DP0,229,571718,1975354,,100,95,90,85,80,75,70,65,60,55,50
5DRJ,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1098,5DRJ,234,594522,2108184,,100,95,90,85,80,75,70,65,60,55,50
5DRM,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1099,5DRM,239,610117,2246839,,100,95,90,85,80,75,70,65,60,55,50
5DTV,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1101,5DTV,230,569934,2001460,,100,95,90,85,80,75,70,65,60,55,50
5DU5,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1102,5DU5,231,575884,2027795,,100,95,90,85,80,75,70,65,60,55,50
5DUE,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1103,5DUE,235,595516,2135445,,100,95,90,85,80,75,70,65,60,55,50
5DUG,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1104,5DUG,234,593513,2108184,,100,95,90,85,80,75,70,65,60,55,50
5DUH,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1105,5DUH,236,603685,2162940,,100,95,90,85,80,75,70,65,60,55,50
5DVS,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1110,5DVS,231,581151,2027795,,100,95,90,85,80,75,70,65,60,55,50
5DVV,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1111,5DVV,209,455193,1499784,,100,95,90,85,80,75,70,65,60,55,50
5DWE,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1112,5DWE,236,591737,2162940,,100,95,90,85,80,75,70,65,60,55,50
5DWG,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1113,5DWG,225,539361,1873200,,100,95,90,85,80,75,70,65,60,55,50
5DWI,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1114,5DWI,232,578252,2054360,,100,95,90,85,80,75,70,65,60,55,50
5DWJ,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1115,5DWJ,231,574420,2027795,,100,95,90,85,80,75,70,65,60,55,50
5DX3,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1117,5DX3,231,587586,2027795,,100,95,90,85,80,75,70,65,60,55,50
5DXB,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1118,5DXB,231,580727,2027795,,100,95,90,85,80,75,70,65,60,55,50
5DXE,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1119,5DXE,228,552865,1949476,,100,95,90,85,80,75,70,65,60,55,50
5DXG,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1120,5DXG,228,550461,1949476,,100,95,90,85,80,75,70,65,60,55,50
5DXK,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1121,5DXK,234,594187,2108184,,100,95,90,85,80,75,70,65,60,55,50
5DXM,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1122,5DXM,234,593014,2108184,,100,95,90,85,80,75,70,65,60,55,50
5DXP,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1123,5DXP,222,525270,1798940,,100,95,90,85,80,75,70,65,60,55,50
5DXQ,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1124,5DXQ,227,553433,1923825,,100,95,90,85,80,75,70,65,60,55,50
5DXR,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1125,5DXR,235,599553,2135445,,100,95,90,85,80,75,70,65,60,55,50
5DY8,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1126,5DY8,233,585114,2081156,,100,95,90,85,80,75,70,65,60,55,50
5DYB,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1127,5DYB,229,563511,1975354,,100,95,90,85,80,75,70,65,60,55,50
5DYD,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1128,5DYD,225,543220,1873200,,100,95,90,85,80,75,70,65,60,55,50
5DZ0,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1129,5DZ0,236,598038,2162940,,100,95,90,85,80,75,70,65,60,55,50
5DZ1,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1130,5DZ1,232,581521,2054360,,100,95,90,85,80,75,70,65,60,55,50
5DZ3,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1131,5DZ3,231,568893,2027795,,100,95,90,85,80,75,70,65,60,55,50
5DZH,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1132,5DZH,235,588609,2135445,,100,95,90,85,80,75,70,65,60,55,50
5DZI,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1133,5DZI,235,599360,2135445,,100,95,90,85,80,75,70,65,60,55,50
5E0W,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1134,5E0W,234,582243,2108184,,100,95,90,85,80,75,70,65,60,55,50
5E0X,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1135,5E0X,230,568526,2001460,,100,95,90,85,80,75,70,65,60,55,50
5E1C,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1136,5E1C,237,603480,2190670,,100,95,90,85,80,75,70,65,60,55,50
5EGV,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1139,5EGV,229,560454,1975354,,100,95,90,85,80,75,70,65,60,55,50
5EHJ,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1140,5EHJ,229,564794,1975354,,100,95,90,85,80,75,70,65,60,55,50
5EI1,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1141,5EI1,232,581680,2054360,,100,95,90,85,80,75,70,65,60,55,50
5EIT,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1142,5EIT,234,585699,2108184,,100,95,90,85,80,75,70,65,60,55,50
5FQP,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1155,5FQP,242,615874,2332880,,100,95,90,85,80,75,70,65,60,55,50
5FQR,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1156,5FQR,228,553195,1949476,,100,95,90,85,80,75,70,65,60,55,50
5FQS,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1157,5FQS,233,584403,2081156,,100,95,90,85,80,75,70,65,60,55,50
5FQT,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1158,5FQT,233,585607,2081156,,100,95,90,85,80,75,70,65,60,55,50
5FQV,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1159,5FQV,233,585439,2081156,,100,95,90,85,80,75,70,65,60,55,50
5GS4,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1170,5GS4,236,574375,2162940,,100,95,90,85,80,75,70,65,60,55,50
5GTR,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1175,5GTR,236,570399,2162940,,100,95,90,85,80,75,70,65,60,55,50
5HYR,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1182,5HYR,231,584134,2027795,,100,95,90,85,80,75,70,65,60,55,50
5JMM,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1191,5JMM,230,567354,2001460,,100,95,90,85,80,75,70,65,60,55,50
5KCC,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1202,5KCC,237,601821,2190670,,100,95,90,85,80,75,70,65,60,55,50
5KCD,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1203,5KCD,231,579874,2027795,,100,95,90,85,80,75,70,65,60,55,50
5KCE,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1204,5KCE,223,523535,1823471,,100,95,90,85,80,75,70,65,60,55,50
5KCF,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1205,5KCF,236,594849,2162940,,100,95,90,85,80,75,70,65,60,55,50
5KCT,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1206,5KCT,236,602029,2162940,,100,95,90,85,80,75,70,65,60,55,50
5KCU,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1207,5KCU,226,550983,1898400,,100,95,90,85,80,75,70,65,60,55,50
5KCW,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1208,5KCW,233,586493,2081156,,100,95,90,85,80,75,70,65,60,55,50
5KD9,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1209,5KD9,235,593328,2135445,,100,95,90,85,80,75,70,65,60,55,50
5KR9,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1211,5KR9,236,600722,2162940,,100,95,90,85,80,75,70,65,60,55,50
5KRA,A,Estrogen_Receptor,Estrogen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,1212,5KRA,226,547485,1898400,,100,95,90,85,80,75,70,65,60,55,50
